"","subject","sessionIndex","rep","H.period","DD.period.t","UD.period.t","H.t","DD.t.i","UD.t.i","H.i","DD.i.e","UD.i.e","H.e","DD.e.five","UD.e.five","H.five","DD.five.Shift.r","UD.five.Shift.r","H.Shift.r","DD.Shift.r.o","UD.Shift.r.o","H.o","DD.o.a","UD.o.a","H.a","DD.a.n","UD.a.n","H.n","DD.n.l","UD.n.l","H.l","DD.l.Return","UD.l.Return","H.Return"
"1156","s004",8,6,0.104,0.2142,0.1102,0.0861,0.1212,0.0351,0.094,0.1006,0.0066,0.0663,0.2019,0.1356,0.0911,0.3855,0.2944,0.119,0.2233,0.1043,0.1235,0.1455,0.022,0.1124,0.1236,0.0112,0.0845,0.1455,0.061,0.0995,0.4448,0.3453,0.0739
"1159","s004",8,9,0.1048,0.1636,0.0588,0.1029,0.133,0.0301,0.1095,0.1296,0.0201,0.0758,0.3059,0.2301,0.0795,0.3611,0.2816,0.1191,0.2975,0.1784,0.1264,0.2534,0.127,0.1209,0.1439,0.023,0.0839,0.1602,0.0763,0.1135,0.2211,0.1076,0.075
"1160","s004",8,10,0.1059,0.1755,0.0696,0.1008,0.1246,0.0238,0.108,0.0995,-0.0085,0.0682,0.268,0.1998,0.0832,0.3604,0.2772,0.1159,0.1872,0.0713,0.1241,0.0983,-0.0258,0.1037,0.1122,0.0085,0.0821,0.1285,0.0464,0.0987,0.2108,0.1121,0.0731
"1164","s004",8,14,0.0628,0.2643,0.2015,0.0734,0.1457,0.0723,0.1016,0.1428,0.0412,0.0686,0.2061,0.1375,0.0792,0.4585,0.3793,0.1006,0.1611,0.0605,0.0916,0.1339,0.0423,0.1201,0.0837,-0.0364,0.0766,0.1439,0.0673,0.0829,0.1986,0.1157,0.0631
"1165","s004",8,15,0.0781,0.1751,0.097,0.1206,0.1309,0.0103,0.1004,0.0969,-0.0035,0.0822,0.2231,0.1409,0.1119,0.3534,0.2415,0.1225,0.1983,0.0758,0.1167,0.1756,0.0589,0.109,0.1101,0.0011,0.0755,0.1541,0.0786,0.0821,0.1931,0.111,0.0689
"1166","s004",8,16,0.0898,0.1816,0.0918,0.1077,0.1162,0.0085,0.094,0.0988,0.0048,0.0731,0.204,0.1309,0.0919,0.344,0.2521,0.1491,0.2109,0.0618,0.113,0.1281,0.0151,0.154,0.0806,-0.0734,0.0875,0.1701,0.0826,0.0898,0.2193,0.1295,0.0639
"1168","s004",8,18,0.0966,0.1504,0.0538,0.1227,0.1407,0.018,0.0922,0.0014,-0.0908,0.0948,0.3151,0.2203,0.0995,0.3614,0.2619,0.1222,0.1787,0.0565,0.1161,0.1484,0.0323,0.1019,0.0576,-0.0443,0.0832,0.1299,0.0467,0.1006,0.2219,0.1213,0.0792
"1170","s004",8,20,0.113,0.1443,0.0313,0.1051,0.1524,0.0473,0.1077,0.1122,0.0045,0.0747,0.2027,0.128,0.0887,0.3513,0.2626,0.1146,0.1706,0.056,0.108,0.093,-0.015,0.1455,0.1157,-0.0298,0.0795,0.1494,0.0699,0.0884,0.2015,0.1131,0.0697
"1172","s004",8,22,0.1056,0.1425,0.0369,0.1209,0.1732,0.0523,0.1111,0.137,0.0259,0.0644,0.2863,0.2219,0.0787,0.3796,0.3009,0.1133,0.1629,0.0496,0.0847,0.1539,0.0692,0.1162,0.0462,-0.07,0.0676,0.1479,0.0803,0.0766,0.2018,0.1252,0.0837
"1173","s004",8,23,0.1077,0.1454,0.0377,0.1019,0.1779,0.076,0.1074,0.1589,0.0515,0.0781,0.2538,0.1757,0.0958,0.715,0.6192,0.1095,0.2375,0.128,0.0731,0.1022,0.0291,0.1355,0.1054,-0.0301,0.07,0.151,0.081,0.1051,0.2457,0.1406,0.0573
"1175","s004",8,25,0.0863,0.1688,0.0825,0.08,0.1083,0.0283,0.103,0.1019,-0.0011,0.0761,0.2394,0.1633,0.0921,0.3991,0.307,0.118,0.2001,0.0821,0.1354,0.2009,0.0655,0.1209,0.0734,-0.0475,0.0642,0.1613,0.0971,0.0892,0.1918,0.1026,0.0655
"1176","s004",8,26,0.1344,0.171,0.0366,0.1111,0.1439,0.0328,0.1351,0.1478,0.0127,0.0755,0.2399,0.1644,0.0927,0.3673,0.2746,0.1341,0.3769,0.2428,0.0974,0.1582,0.0608,0.119,0.1233,0.0043,0.0715,0.1512,0.0797,0.0887,0.2079,0.1192,0.0737
"1177","s004",8,27,0.0821,0.1295,0.0474,0.095,0.1256,0.0306,0.1095,0.1116,0.0021,0.0663,0.3035,0.2372,0.0813,0.3751,0.2938,0.1159,0.3397,0.2238,0.0953,0.1276,0.0323,0.1222,0.0908,-0.0314,0.0914,0.1603,0.0689,0.104,0.2187,0.1147,0.0568
"1178","s004",8,28,0.113,0.1457,0.0327,0.1378,0.1338,-0.004,0.106,0.012,-0.094,0.0913,0.384,0.2927,0.0971,0.6028,0.5057,0.1577,0.2279,0.0702,0.0948,0.1324,0.0376,0.1135,0.0544,-0.0591,0.085,0.1504,0.0654,0.0832,0.196,0.1128,0.0652
"1179","s004",8,29,0.0876,0.1453,0.0577,0.1383,0.1893,0.051,0.1161,0.1198,0.0037,0.0776,0.2053,0.1277,0.1114,0.4015,0.2901,0.1563,0.1885,0.0322,0.1122,0.1461,0.0339,0.1318,0.0959,-0.0359,0.0726,0.1491,0.0765,0.0821,0.205,0.1229,0.0644
"1182","s004",8,32,0.0821,0.1741,0.092,0.1029,0.1454,0.0425,0.0987,0.1259,0.0272,0.0942,0.2325,0.1383,0.1064,0.4387,0.3323,0.1595,0.2503,0.0908,0.109,0.1637,0.0547,0.1465,0.0906,-0.0559,0.0932,0.1605,0.0673,0.1074,0.2152,0.1078,0.0768
"1183","s004",8,33,0.0858,0.1282,0.0424,0.0921,0.1336,0.0415,0.1048,0.1117,0.0069,0.0795,0.1906,0.1111,0.1077,0.52,0.4123,0.122,0.1806,0.0586,0.1188,0.1606,0.0418,0.1223,0.089,-0.0333,0.078,0.1424,0.0644,0.0861,0.1979,0.1118,0.0726
"1184","s004",8,34,0.0787,0.2124,0.1337,0.1212,0.1455,0.0243,0.1029,0.1459,0.043,0.0795,0.2191,0.1396,0.1048,0.3857,0.2809,0.1328,0.2115,0.0787,0.1148,0.1579,0.0431,0.1056,0.0671,-0.0385,0.0784,0.1407,0.0623,0.1003,0.1965,0.0962,0.0845
"1185","s004",8,35,0.0945,0.1673,0.0728,0.1048,0.1478,0.043,0.1297,0.1233,-0.0064,0.0853,0.2151,0.1298,0.0869,0.3791,0.2922,0.1687,0.2199,0.0512,0.1293,0.1413,0.012,0.1373,0.1101,-0.0272,0.0682,0.1323,0.0641,0.0924,0.1907,0.0983,0.0919
"1186","s004",8,36,0.1059,0.1425,0.0366,0.1035,0.1806,0.0771,0.1032,0.1222,0.019,0.0847,0.2538,0.1691,0.1064,0.3893,0.2829,0.1381,0.1994,0.0613,0.127,0.1241,-0.0029,0.1561,0.0872,-0.0689,0.0906,0.1463,0.0557,0.0924,0.1955,0.1031,0.066
"1187","s004",8,37,0.1019,0.1383,0.0364,0.1111,0.1568,0.0457,0.113,0.131,0.018,0.0842,0.2615,0.1773,0.094,0.3308,0.2368,0.1284,0.1968,0.0684,0.1109,0.1659,0.055,0.1362,0.0853,-0.0509,0.0652,0.1615,0.0963,0.0792,0.2071,0.1279,0.0776
"1190","s004",8,40,0.1109,0.1623,0.0514,0.1143,0.1497,0.0354,0.1201,0.246,0.1259,0.0792,0.2637,0.1845,0.1085,0.4018,0.2933,0.1396,0.1523,0.0127,0.1064,0.1237,0.0173,0.131,0.0985,-0.0325,0.0911,0.1618,0.0707,0.0913,0.272,0.1807,0.0111
"1191","s004",8,41,0.1095,0.1472,0.0377,0.1019,0.1062,0.0043,0.1109,0.1165,0.0056,0.076,0.1858,0.1098,0.1006,0.3408,0.2402,0.1143,0.1513,0.037,0.1074,0.1218,0.0144,0.1634,0.1067,-0.0567,0.0837,0.1534,0.0697,0.1262,0.2364,0.1102,0.0813
"1192","s004",8,42,0.1365,0.1378,0.0013,0.1338,0.1494,0.0156,0.1141,0.0871,-0.027,0.1239,0.292,0.1681,0.1059,0.3554,0.2495,0.1275,0.1679,0.0404,0.1272,0.2075,0.0803,0.141,0.1212,-0.0198,0.0602,0.1309,0.0707,0.0961,0.2079,0.1118,0.0779
"1196","s004",8,46,0.0966,0.134,0.0374,0.1235,0.1296,0.0061,0.1254,0.2049,0.0795,0.1037,0.2895,0.1858,0.085,0.3854,0.3004,0.1376,0.1894,0.0518,0.1037,0.1323,0.0286,0.1631,0.1251,-0.038,0.0695,0.1629,0.0934,0.1014,0.2251,0.1237,0.0721
"1198","s004",8,48,0.0982,0.1208,0.0226,0.1035,0.1502,0.0467,0.109,0.0929,-0.0161,0.0842,0.2386,0.1544,0.0905,0.3408,0.2503,0.1581,0.1988,0.0407,0.1167,0.1432,0.0265,0.1426,0.0903,-0.0523,0.0682,0.1315,0.0633,0.0895,0.191,0.1015,0.0826
"1199","s004",8,49,0.1011,0.1177,0.0166,0.1209,0.155,0.0341,0.1111,0.2096,0.0985,0.0829,0.2109,0.128,0.1088,0.3918,0.283,0.1396,0.171,0.0314,0.1103,0.1115,0.0012,0.1357,0.123,-0.0127,0.0692,0.1341,0.0649,0.0929,0.2105,0.1176,0.0818
"1200","s004",8,50,0.0969,0.1446,0.0477,0.1164,0.1328,0.0164,0.1127,0.109,-0.0037,0.0808,0.1874,0.1066,0.0863,0.3588,0.2725,0.127,0.1877,0.0607,0.1172,0.1236,0.0064,0.1363,0.1038,-0.0325,0.1186,0.1864,0.0678,0.1006,0.2132,0.1126,0.0795
"1502","s005",7,2,0.0702,0.3103,0.2401,0.1124,0.2146,0.1022,0.0866,0.1713,0.0847,0.0818,0.3043,0.2225,0.0895,0.4551,0.3656,0.1144,0.2704,0.156,0.0752,0.15,0.0748,0.1175,0.1754,0.0579,0.0898,0.2352,0.1454,0.0937,0.4551,0.3614,0.094
"1503","s005",7,3,0.0805,0.2388,0.1583,0.1061,0.1882,0.0821,0.0813,0.1634,0.0821,0.0853,0.2827,0.1974,0.0974,0.5007,0.4033,0.037,0.8704,0.8334,0.0874,0.1738,0.0864,0.119,0.1631,0.0441,0.0821,0.2534,0.1713,0.1019,0.4066,0.3047,0.1019
"1504","s005",7,4,0.0771,0.2077,0.1306,0.1109,0.2136,0.1027,0.0808,0.1368,0.056,0.0961,0.2621,0.166,0.0847,0.6635,0.5788,0.1275,0.3064,0.1789,0.0961,0.169,0.0729,0.1204,0.1748,0.0544,0.0615,0.1892,0.1277,0.0913,0.3973,0.306,0.1095
"1507","s005",7,7,0.0692,0.2934,0.2242,0.108,0.1814,0.0734,0.0734,0.1566,0.0832,0.0842,0.3243,0.2401,0.1869,0.537,0.3501,0.1074,0.3228,0.2154,0.0821,0.1809,0.0988,0.1037,0.142,0.0383,0.0795,0.2146,0.1351,0.0969,0.7795,0.6826,0.1317
"1510","s005",7,10,0.1006,0.3217,0.2211,0.1275,0.264,0.1365,0.1074,0.214,0.1066,0.1069,0.703,0.5961,0.0985,0.507,0.4085,0.1339,0.2553,0.1214,0.1045,0.1669,0.0624,0.1396,0.1539,0.0143,0.081,0.2005,0.1195,0.0987,0.3862,0.2875,0.0829
"1511","s005",7,11,0.08,0.2011,0.1211,0.1291,0.2125,0.0834,0.0879,0.1964,0.1085,0.1074,0.3037,0.1963,0.0987,0.4418,0.3431,0.132,0.2228,0.0908,0.0787,0.1643,0.0856,0.1122,0.1236,0.0114,0.0929,0.2309,0.138,0.0855,0.3498,0.2643,0.1037
"1519","s005",7,19,0.0842,0.1855,0.1013,0.1117,0.1956,0.0839,0.0964,0.178,0.0816,0.1064,0.2581,0.1517,0.0974,0.3833,0.2859,0.1239,0.2633,0.1394,0.0927,0.1648,0.0721,0.119,0.1236,0.0046,0.0855,0.2185,0.133,0.0974,0.377,0.2796,0.0715
"1521","s005",7,21,0.0821,0.1739,0.0918,0.1188,0.1996,0.0808,0.0808,0.1637,0.0829,0.1188,0.1974,0.0786,0.1072,0.4227,0.3155,0.1241,0.2236,0.0995,0.0832,0.1881,0.1049,0.1293,0.131,0.0017,0.0971,0.1961,0.099,0.094,0.3512,0.2572,0.085
"1522","s005",7,22,0.0676,0.1836,0.116,0.1399,0.2033,0.0634,0.0869,0.1701,0.0832,0.1143,0.2354,0.1211,0.1066,0.3986,0.292,0.1325,0.2325,0.1,0.0887,0.169,0.0803,0.1085,0.135,0.0265,0.0979,0.2016,0.1037,0.0871,0.3609,0.2738,0.0839
"1524","s005",7,24,0.0818,0.1994,0.1176,0.1367,0.1821,0.0454,0.1024,0.1768,0.0744,0.1156,0.2212,0.1056,0.1169,0.4181,0.3012,0.1676,0.2558,0.0882,0.0694,0.1867,0.1173,0.1101,0.1112,0.0011,0.0898,0.2122,0.1224,0.1016,0.3633,0.2617,0.0903
"1528","s005",7,28,0.0839,0.2195,0.1356,0.1201,0.2365,0.1164,0.0869,0.1582,0.0713,0.1045,0.2612,0.1567,0.0993,0.3767,0.2774,0.1397,0.264,0.1243,0.0723,0.1827,0.1104,0.1151,0.1323,0.0172,0.0937,0.2132,0.1195,0.1098,0.3736,0.2638,0.08
"1529","s005",7,29,0.0834,0.3277,0.2443,0.1367,0.2056,0.0689,0.0884,0.1592,0.0708,0.0948,0.2299,0.1351,0.1011,0.4021,0.301,0.1769,0.2835,0.1066,0.08,0.192,0.112,0.1322,0.1352,0.003,0.0977,0.2004,0.1027,0.099,0.3491,0.2501,0.0953
"1531","s005",7,31,0.0776,0.1884,0.1108,0.152,0.198,0.046,0.0892,0.1594,0.0702,0.1243,0.2306,0.1063,0.118,0.3978,0.2798,0.1331,0.2545,0.1214,0.0771,0.1587,0.0816,0.1531,0.1494,-0.0037,0.0792,0.2101,0.1309,0.1264,0.358,0.2316,0.0837
"1532","s005",7,32,0.0842,0.1849,0.1007,0.1481,0.2057,0.0576,0.0755,0.1515,0.076,0.095,0.2103,0.1153,0.1217,0.4065,0.2848,0.1468,0.2661,0.1193,0.0837,0.1495,0.0658,0.1307,0.135,0.0043,0.095,0.2056,0.1106,0.0937,0.324,0.2303,0.0987
"1534","s005",7,34,0.1003,0.2211,0.1208,0.113,0.1508,0.0378,0.0866,0.1756,0.089,0.0837,0.8165,0.7328,0.1024,0.4239,0.3215,0.1446,0.3001,0.1555,0.0845,0.1516,0.0671,0.1259,0.1386,0.0127,0.0845,0.1996,0.1151,0.1008,0.3699,0.2691,0.0797
"1536","s005",7,36,0.0853,0.38,0.2947,0.1457,0.2194,0.0737,0.0789,0.1586,0.0797,0.1204,0.2473,0.1269,0.1124,0.5569,0.4445,0.132,0.4838,0.3518,0.0948,0.1403,0.0455,0.1328,0.1688,0.036,0.0721,0.2196,0.1475,0.1024,0.386,0.2836,0.0966
"1537","s005",7,37,0.085,0.181,0.096,0.1293,0.2328,0.1035,0.0792,0.1703,0.0911,0.1373,0.2721,0.1348,0.1288,0.4379,0.3091,0.1285,0.2684,0.1399,0.0784,0.2434,0.165,0.1598,0.0645,-0.0953,0.0829,0.3798,0.2969,0.0969,0.3976,0.3007,0.0784
"1539","s005",7,39,0.0813,0.1776,0.0963,0.1283,0.1996,0.0713,0.0816,0.1655,0.0839,0.1351,0.2383,0.1032,0.1288,0.5029,0.3741,0.1692,0.3241,0.1549,0.1072,0.1627,0.0555,0.1283,0.1695,0.0412,0.0969,0.2238,0.1269,0.0887,0.3699,0.2812,0.0961
"1540","s005",7,40,0.0913,0.1923,0.101,0.1333,0.1882,0.0549,0.0813,0.1848,0.1035,0.1275,0.2616,0.1341,0.133,0.4508,0.3178,0.1581,0.2859,0.1278,0.0879,0.1801,0.0922,0.1378,0.1365,-0.0013,0.0882,0.2099,0.1217,0.0911,0.3517,0.2606,0.0985
"1543","s005",7,43,0.0829,0.2116,0.1287,0.1217,0.2012,0.0795,0.0892,0.1534,0.0642,0.1425,0.3064,0.1639,0.1146,0.4063,0.2917,0.1291,0.2716,0.1425,0.0813,0.1492,0.0679,0.1346,0.165,0.0304,0.0744,0.2483,0.1739,0.1006,0.353,0.2524,0.0818
"1546","s005",7,46,0.0948,0.1757,0.0809,0.1599,0.2135,0.0536,0.0987,0.2167,0.118,0.1235,0.2963,0.1728,0.1249,0.4551,0.3302,0.1457,0.2611,0.1154,0.0792,0.1347,0.0555,0.2061,0.2091,0.003,0.0993,0.2281,0.1288,0.0998,0.4628,0.363,0.1003
"1547","s005",7,47,0.0839,0.149,0.0651,0.1655,0.2302,0.0647,0.0908,0.1782,0.0874,0.133,0.2504,0.1174,0.1267,0.4418,0.3151,0.1737,0.2922,0.1185,0.0863,0.1761,0.0898,0.1497,0.1558,0.0061,0.0966,0.2293,0.1327,0.1056,0.386,0.2804,0.0964
"1548","s005",7,48,0.1027,0.1892,0.0865,0.1399,0.2112,0.0713,0.0958,0.1816,0.0858,0.1483,0.281,0.1327,0.1198,0.3991,0.2793,0.1751,0.2561,0.081,0.0921,0.2231,0.131,0.1729,0.1825,0.0096,0.1122,0.2521,0.1399,0.0942,0.3408,0.2466,0.0985
"1551","s005",8,1,0.0713,0.242,0.1707,0.1175,0.1967,0.0792,0.0853,0.1508,0.0655,0.1219,0.3095,0.1876,0.094,0.4161,0.3221,0.1168,0.2847,0.1679,0.0882,0.2192,0.131,0.1072,0.1616,0.0544,0.0839,0.28,0.1961,0.0061,0.42,0.4139,0.1111
"1552","s005",8,2,0.0892,0.2343,0.1451,0.1325,0.2537,0.1212,0.0779,0.1402,0.0623,0.1188,0.2969,0.1781,0.0874,0.3926,0.3052,0.1252,0.2648,0.1396,0.0882,0.1878,0.0996,0.1135,0.1489,0.0354,0.0876,0.2048,0.1172,0.0866,0.3575,0.2709,0.118
"1555","s005",8,5,0.0945,0.2295,0.135,0.1322,0.1887,0.0565,0.1241,0.1959,0.0718,0.1006,0.3067,0.2061,0.0969,0.4366,0.3397,0.1644,0.2853,0.1209,0.089,0.1548,0.0658,0.1177,0.1637,0.046,0.09,0.2449,0.1549,0.0839,0.3635,0.2796,0.0921
"1557","s005",8,7,0.0913,0.1693,0.078,0.1201,0.2399,0.1198,0.0876,0.314,0.2264,0.0979,0.9323,0.8344,0.0708,0.435,0.3642,0.121,0.2957,0.1747,0.1095,0.183,0.0735,0.1214,0.1547,0.0333,0.0816,0.2035,0.1219,0.0942,0.3741,0.2799,0.1154
"1558","s005",8,8,0.1074,0.1931,0.0857,0.1336,0.1943,0.0607,0.094,0.1816,0.0876,0.1183,0.2626,0.1443,0.0977,0.4111,0.3134,0.1426,0.2851,0.1425,0.0956,0.1662,0.0706,0.133,0.1697,0.0367,0.0826,0.2185,0.1359,0.0934,0.3593,0.2659,0.0932
"1560","s005",8,10,0.0808,0.1997,0.1189,0.1111,0.2386,0.1275,0.0803,0.1714,0.0911,0.1452,0.2463,0.1011,0.1008,0.3759,0.2751,0.1431,0.259,0.1159,0.0932,0.1564,0.0632,0.1396,0.1882,0.0486,0.1098,0.2462,0.1364,0.0871,0.3498,0.2627,0.1059
"1561","s005",8,11,0.0903,0.2148,0.1245,0.1109,0.235,0.1241,0.1066,0.1818,0.0752,0.1238,0.241,0.1172,0.0892,0.4207,0.3315,0.1549,0.2771,0.1222,0.0795,0.1672,0.0877,0.138,0.1481,0.0101,0.0995,0.2256,0.1261,0.094,0.4248,0.3308,0.1
"1562","s005",8,12,0.081,0.1699,0.0889,0.1172,0.198,0.0808,0.0895,0.1832,0.0937,0.0956,0.2051,0.1095,0.1022,0.467,0.3648,0.1568,0.2793,0.1225,0.0853,0.1456,0.0603,0.142,0.1613,0.0193,0.0977,0.2341,0.1364,0.108,0.4132,0.3052,0.0821
"1568","s005",8,18,0.0832,0.1739,0.0907,0.1209,0.1811,0.0602,0.0924,0.1711,0.0787,0.1322,0.2082,0.076,0.1124,0.418,0.3056,0.1484,0.2524,0.104,0.0942,0.1648,0.0706,0.1272,0.1518,0.0246,0.0956,0.2159,0.1203,0.1,0.3738,0.2738,0.0919
"1569","s005",8,19,0.0847,0.2179,0.1332,0.1088,0.1745,0.0657,0.0932,0.1547,0.0615,0.1391,0.2209,0.0818,0.119,0.4199,0.3009,0.1471,0.2453,0.0982,0.0874,0.1846,0.0972,0.133,0.1502,0.0172,0.108,0.1967,0.0887,0.0829,0.5588,0.4759,0.1024
"1572","s005",8,22,0.0913,0.2161,0.1248,0.1285,0.1948,0.0663,0.0908,0.1869,0.0961,0.1241,0.275,0.1509,0.0734,0.4454,0.372,0.1566,0.2556,0.099,0.0832,0.163,0.0798,0.1586,0.156,-0.0026,0.1006,0.2449,0.1443,0.0866,0.3831,0.2965,0.0774
"1573","s005",8,23,0.0816,0.1604,0.0788,0.1161,0.2251,0.109,0.0715,0.1452,0.0737,0.1312,0.2397,0.1085,0.1082,0.4466,0.3384,0.1378,0.279,0.1412,0.0866,0.1978,0.1112,0.1291,0.1302,0.0011,0.0953,0.227,0.1317,0.0863,0.3765,0.2902,0.0916
"1574","s005",8,24,0.075,0.1549,0.0799,0.1251,0.2112,0.0861,0.0905,0.1618,0.0713,0.1296,0.2642,0.1346,0.1154,0.4264,0.311,0.1397,0.2938,0.1541,0.0887,0.178,0.0893,0.1428,0.165,0.0222,0.1022,0.2386,0.1364,0.0869,0.4021,0.3152,0.0911
"1579","s005",8,29,0.0863,0.1878,0.1015,0.1204,0.2083,0.0879,0.0808,0.1761,0.0953,0.0942,0.2515,0.1573,0.1051,0.501,0.3959,0.1929,0.3436,0.1507,0.0705,0.1545,0.084,0.1441,0.802,0.6579,0.0869,0.2468,0.1599,0.065,0.3441,0.2791,0.0839
"1580","s005",8,30,0.0905,0.1881,0.0976,0.1367,0.1824,0.0457,0.0789,0.1547,0.0758,0.1177,0.1874,0.0697,0.1198,0.4231,0.3033,0.1225,0.2545,0.132,0.1064,0.2361,0.1297,0.142,0.1608,0.0188,0.0985,0.2421,0.1436,0.0953,0.3952,0.2999,0.0723
"1582","s005",8,32,0.0937,0.1878,0.0941,0.1433,0.1956,0.0523,0.0987,0.1708,0.0721,0.132,0.2333,0.1013,0.0982,0.3769,0.2787,0.1226,0.2675,0.1449,0.095,0.1906,0.0956,0.1209,0.1355,0.0146,0.1111,0.2636,0.1525,0.0813,0.3498,0.2685,0.0832
"1583","s005",8,33,0.0887,0.1662,0.0775,0.1454,0.2214,0.076,0.0887,0.1647,0.076,0.1491,0.176,0.0269,0.1219,0.4218,0.2999,0.1665,0.2512,0.0847,0.1006,0.2567,0.1561,0.1534,0.1294,-0.024,0.1075,0.2466,0.1391,0.0892,0.3556,0.2664,0.0874
"1584","s005",8,34,0.0789,0.1472,0.0683,0.1309,0.1961,0.0652,0.0966,0.1758,0.0792,0.1557,0.2204,0.0647,0.1161,0.4144,0.2983,0.171,0.2742,0.1032,0.0919,0.1725,0.0806,0.1462,0.1705,0.0243,0.1212,0.2534,0.1322,0.0895,0.3718,0.2823,0.0934
"1585","s005",8,35,0.0824,0.1536,0.0712,0.1404,0.194,0.0536,0.0882,0.1743,0.0861,0.1325,0.2383,0.1058,0.1212,0.4422,0.321,0.1413,0.2822,0.1409,0.0853,0.1551,0.0698,0.1349,0.1743,0.0394,0.1029,0.2391,0.1362,0.0919,0.3422,0.2503,0.0847
"1587","s005",8,37,0.0948,0.1678,0.073,0.1317,0.1964,0.0647,0.0755,0.1626,0.0871,0.1278,0.2241,0.0963,0.0956,0.4195,0.3239,0.1666,0.2901,0.1235,0.0895,0.1619,0.0724,0.1694,0.2051,0.0357,0.0892,0.2317,0.1425,0.085,0.3525,0.2675,0.099
"1588","s005",8,38,0.0874,0.1631,0.0757,0.1304,0.2283,0.0979,0.0758,0.1376,0.0618,0.1578,0.4908,0.333,0.1241,0.4759,0.3518,0.1215,0.283,0.1615,0.0919,0.1411,0.0492,0.1515,0.2619,0.1104,0.0167,0.2698,0.2531,0.1045,0.4187,0.3142,0.0956
"1595","s005",8,45,0.0903,0.1464,0.0561,0.1528,0.2093,0.0565,0.1006,0.1677,0.0671,0.1251,0.2027,0.0776,0.1243,0.4072,0.2829,0.127,0.2548,0.1278,0.0942,0.1524,0.0582,0.1391,0.1532,0.0141,0.0905,0.2425,0.152,0.0974,0.3599,0.2625,0.0908
"1902","s007",7,2,0.081,0.12,0.039,0.0742,0.099,0.0248,0.0623,0.0639,0.0016,0.08,0.1803,0.1003,0.0599,0.242,0.1821,0.0958,0.1288,0.033,0.0993,0.106,0.0067,0.1046,0.0816,-0.023,0.1389,0.1167,-0.0222,0.0977,0.1974,0.0997,0.0668
"1909","s007",7,9,0.076,0.1646,0.0886,0.0829,0.1083,0.0254,0.0758,0.071,-0.0048,0.0898,0.1877,0.0979,0.0634,0.249,0.1856,0.0768,0.1629,0.0861,0.1006,0.0919,-0.0087,0.1062,0.1287,0.0225,0.1378,0.1119,-0.0259,0.1061,0.2379,0.1318,0.0681
"1912","s007",7,12,0.0863,0.1535,0.0672,0.0631,0.0877,0.0246,0.0787,0.088,0.0093,0.0705,0.1673,0.0968,0.0734,0.2495,0.1761,0.0922,0.0895,-0.0027,0.1273,0.116,-0.0113,0.1035,0.0924,-0.0111,0.1242,0.1035,-0.0207,0.1051,0.2082,0.1031,0.0869
"1915","s007",7,15,0.0887,0.2657,0.177,0.076,0.1053,0.0293,0.0621,0.0605,-0.0016,0.0763,0.1721,0.0958,0.0507,0.2278,0.1771,0.0879,0.1191,0.0312,0.1302,0.0872,-0.043,0.1093,0.0914,-0.0179,0.1544,0.1153,-0.0391,0.1183,0.2098,0.0915,0.0916
"1918","s007",7,18,0.0927,0.1132,0.0205,0.0776,0.117,0.0394,0.0673,0.0512,-0.0161,0.0911,0.1624,0.0713,0.0721,0.2617,0.1896,0.0956,0.1043,0.0087,0.1439,0.1165,-0.0274,0.1148,0.0676,-0.0472,0.1463,0.1425,-0.0038,0.0964,0.2063,0.1099,0.0491
"1920","s007",7,20,0.0784,0.0915,0.0131,0.0861,0.1381,0.052,0.0837,0.042,-0.0417,0.0818,0.1702,0.0884,0.0694,0.2402,0.1708,0.0959,0.1722,0.0763,0.0861,0.0497,-0.0364,0.1149,0.1295,0.0146,0.1309,0.0939,-0.037,0.1199,0.5262,0.4063,0.0787
"1925","s007",7,25,0.0842,0.114,0.0298,0.1008,0.1431,0.0423,0.0914,0.0539,-0.0375,0.0988,0.1983,0.0995,0.0787,0.3118,0.2331,0.042,0.1912,0.1492,0.0966,0.4268,0.3302,0.1235,0.1288,0.0053,0.1093,0.1188,0.0095,0.1206,0.2221,0.1015,0.0869
"1926","s007",7,26,0.0729,0.1011,0.0282,0.0657,0.1462,0.0805,0.0821,0.0372,-0.0449,0.094,0.1977,0.1037,0.0655,0.2484,0.1829,0.0839,0.1159,0.032,0.1119,0.1228,0.0109,0.1066,0.1167,0.0101,0.1483,0.0947,-0.0536,0.1241,0.2628,0.1387,0.0457
"1927","s007",7,27,0.1183,0.3024,0.1841,0.1,0.1449,0.0449,0.1014,0.1003,-0.0011,0.074,0.1962,0.1222,0.0766,0.2506,0.174,0.0999,0.1015,0.0016,0.118,0.1255,0.0075,0.1045,0.1112,0.0067,0.1117,0.0731,-0.0386,0.1048,0.2514,0.1466,0.0726
"1928","s007",7,28,0.0985,0.124,0.0255,0.0747,0.141,0.0663,0.0951,0.0478,-0.0473,0.1057,0.2028,0.0971,0.0518,0.268,0.2162,0.0779,0.1294,0.0515,0.1193,0.1838,0.0645,0.1101,0.1075,-0.0026,0.1452,0.119,-0.0262,0.1099,0.2805,0.1706,0.0306
"1930","s007",7,30,0.0985,0.1428,0.0443,0.0673,0.1734,0.1061,0.0943,0.0631,-0.0312,0.1104,0.1959,0.0855,0.0774,0.2577,0.1803,0.108,0.0993,-0.0087,0.136,0.1347,-0.0013,0.1268,0.0978,-0.029,0.1138,0.0678,-0.046,0.1159,0.2427,0.1268,0.0861
